month,feature_name,eligible_customers,active_users,workflow_runs,api_calls,storage_gb,compute_minutes,ai_tokens_million,athena_scanned_gb,adopted_customers,feature_adoption_rate,feature_cloud_cost_usd,product_area,release_date,minimum_plan,primary_aws_service,primary_usage_metric,business_value,cost_per_active_user_usd,cost_per_adopted_customer_usd,cost_share_pct,mom_cost_growth_pct,mom_adoption_growth_pct,economics_quadrant
2025-01-01,API Integration,110,3433,0,127136755,0.0,14126.305699999999,0.0,0.0,89,0.8090909090909091,3054.3802,Integrations,2024-01-01,Professional,Amazon API Gateway,api_calls,Connect external systems through APIs,0.8897116807457035,34.318878651685395,0.11631082326940596,,,Optimization Priority
2025-01-01,Admin Controls,38,2311,0,0,0.0,854.49,0.0,0.0,32,0.8421052631578947,2441.6445,Administration,2024-01-01,Enterprise,AWS Lambda,admin_actions,Manage enterprise governance and access,1.056531588057118,76.301390625,0.09297784274734922,,,Scale Carefully
2025-01-01,Dashboard Reporting,219,4031,0,0,0.0,12479.4,0.0,19921.7867,184,0.8401826484018264,10994.6269,Analytics,2024-01-01,Starter,Amazon Athena,dashboard_views,Monitor operational KPIs,2.727518456958571,59.75340706521739,0.41867548325482096,,,Scale Carefully
2025-01-01,Data Export,219,3603,0,0,0.0,0.0,0.0,0.0,135,0.6164383561643836,2742.8127,Data Management,2024-01-01,Starter,Amazon S3,exports_count,Export CSV and scheduled reports,0.7612580349708576,20.31713111111111,0.10444633029338724,,,Monitor
2025-01-01,File Storage,219,2110,0,0,11605.9601,0.0,0.0,0.0,95,0.4337899543378995,2680.9143,Data Management,2024-01-01,Starter,Amazon S3,storage_gb,Store files and workflow attachments,1.2705754976303316,28.220150526315788,0.10208923870961552,,,Optimization Priority
2025-01-01,Team Collaboration,219,3564,0,0,0.0,0.0,0.0,0.0,182,0.8310502283105022,2737.7506,Collaboration,2024-01-01,Starter,Amazon DynamoDB,collaboration_actions,"Share workflows, comments, and approvals",0.7681679573512906,15.042585714285714,0.10425356548353414,,,Efficient Winner
2025-01-01,Workflow Automation,219,4148,206541,0,0.0,16523.28,0.0,0.0,205,0.9360730593607306,1608.3693,Core Platform,2024-01-01,Starter,AWS Lambda,workflow_runs,Automate repeatable business processes,0.38774573288331726,7.845703902439025,0.06124671624188704,,,Efficient Winner
2025-02-01,API Integration,122,3516,0,141925523,0.0,15769.5028,0.0,0.0,86,0.7049180327868853,3353.6637,Integrations,2024-01-01,Professional,Amazon API Gateway,api_calls,Connect external systems through APIs,0.9538292662116041,38.99608953488372,0.10975759688735252,0.0979850183680473,-0.12875299318474853,Optimization Priority
2025-02-01,Admin Controls,40,2876,0,0,0.0,1042.44,0.0,0.0,34,0.85,2988.5646,Administration,2024-01-01,Enterprise,AWS Lambda,admin_actions,Manage enterprise governance and access,1.0391392906815022,87.89895882352941,0.09780875424050776,0.22399661375765412,0.009375000000000133,Scale Carefully
2025-02-01,Dashboard Reporting,234,4869,0,0,0.0,15503.28,0.0,23209.9558,196,0.8376068376068376,13137.2218,Analytics,2024-01-01,Starter,Amazon Athena,dashboard_views,Monitor operational KPIs,2.6981355103717393,67.0266418367347,0.42995065204186683,0.19487654465109672,-0.003065774804905108,Scale Carefully
2025-02-01,Data Export,234,2769,0,0,0.0,0.0,0.0,0.0,131,0.5598290598290598,2319.7629,Data Management,2024-01-01,Starter,Amazon S3,exports_count,Export CSV and scheduled reports,0.837761971830986,17.708113740458018,0.07592043330177557,-0.15423940541036574,-0.09183285849952516,Monitor
2025-02-01,File Storage,234,2893,0,0,13701.9727,0.0,0.0,0.0,114,0.48717948717948717,3313.5024,Data Management,2024-01-01,Starter,Amazon S3,storage_gb,Store files and workflow attachments,1.1453516764604217,29.065810526315786,0.1084432111378595,0.23595983653785568,0.12307692307692308,Optimization Priority
2025-02-01,Team Collaboration,234,4655,0,0,0.0,0.0,0.0,0.0,205,0.8760683760683761,3485.2584,Collaboration,2024-01-01,Starter,Amazon DynamoDB,collaboration_actions,"Share workflows, comments, and approvals",0.7487128678839957,17.001260487804878,0.11406438472511697,0.2730372152963825,0.05417018878557345,Efficient Winner
2025-02-01,Workflow Automation,234,5272,280600,0,0.0,22448.0,0.0,0.0,227,0.9700854700854701,1957.2114,Core Platform,2024-01-01,Starter,AWS Lambda,workflow_runs,Automate repeatable business processes,0.37124647192716237,8.622076651982379,0.06405496766552081,0.21689179220220112,0.03633520950594127,Efficient Winner
2025-03-01,API Integration,130,4642,0,191029911,0.0,21225.5451,0.0,0.0,105,0.8076923076923077,4422.3158,Integrations,2024-01-01,Professional,Amazon API Gateway,api_calls,Connect external systems through APIs,0.9526746660922017,42.117293333333336,0.1245763811112852,0.3186521355734029,0.14579606440071569,Optimization Priority
2025-03-01,Admin Controls,42,3331,0,0,0.0,1075.2,0.0,0.0,42,1.0,3283.6812,Administration,2024-01-01,Enterprise,AWS Lambda,admin_actions,Manage enterprise governance and access,0.9857944160912638,78.18288571428572,0.09250111007883297,0.09874860995141277,0.17647058823529416,Scale Carefully
2025-03-01,Dashboard Reporting,254,5286,0,0,0.0,16951.56,0.0,27031.3054,210,0.8267716535433071,14397.5406,Analytics,2024-01-01,Starter,Amazon Athena,dashboard_views,Monitor operational KPIs,2.72371180476731,68.55971714285714,0.4055778885919458,0.09593495635431837,-0.012935883014623228,Scale Carefully
2025-03-01,Data Export,254,4128,0,0,0.0,0.0,0.0,0.0,155,0.610236220472441,3574.9158,Data Management,2024-01-01,Starter,Amazon S3,exports_count,Export CSV and scheduled reports,0.8660164244186047,23.063972903225807,0.10070517196930057,0.5410694774021949,0.09004027168359685,Monitor
2025-03-01,File Storage,254,3726,0,0,15465.117400000001,0.0,0.0,0.0,122,0.48031496062992124,3925.3831,Data Management,2024-01-01,Starter,Amazon S3,storage_gb,Store files and workflow attachments,1.0535112989801396,32.17527131147541,0.11057781560362517,0.18466282082668783,-0.014090343970161623,Optimization Priority
2025-03-01,Team Collaboration,254,4999,0,0,0.0,0.0,0.0,0.0,224,0.8818897637795275,3830.2555,Collaboration,2024-01-01,Starter,Amazon DynamoDB,collaboration_actions,"Share workflows, comments, and approvals",0.7662043408681737,17.099354910714286,0.10789807659633811,0.09898752413881273,0.0066449010946803,Efficient Winner
2025-03-01,Workflow Automation,254,5741,290863,0,0.0,23269.04,0.0,0.0,244,0.9606299212598425,2064.7382,Core Platform,2024-01-01,Starter,AWS Lambda,workflow_runs,Automate repeatable business processes,0.35964783138825984,8.462041803278687,0.05816355604867227,0.0549387766697047,-0.009747129626417883,Efficient Winner
2025-04-01,API Integration,145,4964,0,157344069,0.0,17482.6745,0.0,0.0,117,0.8068965517241379,3786.2905,Integrations,2024-01-01,Professional,Amazon API Gateway,api_calls,Connect external systems through APIs,0.7627498992747784,32.36145726495727,0.10288804670098066,-0.14382177319855816,-0.0009852216748769127,Efficient Winner
2025-04-01,Admin Controls,46,3535,0,0,0.0,1146.1100000000001,0.0,0.0,42,0.9130434782608695,3509.3278999999998,Administration,2024-01-01,Enterprise,AWS Lambda,admin_actions,Manage enterprise governance and access,0.9927377369165488,83.55542619047618,0.0953619097278073,0.06871760267105098,-0.08695652173913049,Scale Carefully
2025-04-01,Dashboard Reporting,281,5665,0,0,0.0,16407.0,0.0,26434.5801,225,0.800711743772242,15165.5888,Analytics,2024-01-01,Starter,Amazon Athena,dashboard_views,Monitor operational KPIs,2.6770677493380406,67.40261688888889,0.41210726136894915,0.05334579157220776,-0.031520081342145345,Optimization Priority
2025-04-01,Data Export,281,4828,0,0,0.0,0.0,0.0,0.0,173,0.6156583629893239,3878.0994,Data Management,2024-01-01,Starter,Amazon S3,exports_count,Export CSV and scheduled reports,0.80325173985087,22.416759537572254,0.10538284692583548,0.08480859884867775,0.00888531741476295,Optimization Priority
2025-04-01,File Storage,281,3476,0,0,17757.2454,0.0,0.0,0.0,132,0.4697508896797153,4180.3906,Data Management,2024-01-01,Starter,Amazon S3,storage_gb,Store files and workflow attachments,1.2026440161104717,31.669625757575755,0.11359725918577576,0.06496372290388663,-0.021994049355346768,Optimization Priority
2025-04-01,Team Collaboration,281,5349,0,0,0.0,0.0,0.0,0.0,242,0.8612099644128114,4055.1569,Collaboration,2024-01-01,Starter,Amazon DynamoDB,collaboration_actions,"Share workflows, comments, and approvals",0.7581149560665544,16.756846694214875,0.11019417884259117,0.05871707514028768,-0.023449415353329894,Efficient Winner
2025-04-01,Workflow Automation,281,5823,316076,0,0.0,25286.08,0.0,0.0,260,0.9252669039145908,2225.2468,Core Platform,2024-01-01,Starter,AWS Lambda,workflow_runs,Automate repeatable business processes,0.38214782758028504,8.558641538461538,0.06046849724806053,0.07773799118939162,-0.03681232133481116,Efficient Winner
2025-05-01,AI Assistant,148,3095,0,0,0.0,10336.2201,229.693774,0.0,64,0.43243243243243246,9893.2683,Artificial Intelligence,2025-05-01,Professional,Amazon Bedrock,ai_tokens_million,Generate summaries and workflow recommendations,3.1965325686591277,154.5823171875,0.20220112592049702,,,Optimization Priority
2025-05-01,API Integration,148,4934,0,205881588,0.0,22875.7319,0.0,0.0,117,0.7905405405405406,4823.4042,Integrations,2024-01-01,Professional,Amazon API Gateway,api_calls,Connect external systems through APIs,0.9775849614916903,41.225676923076925,0.09858195799760673,0.2739128706579699,-0.020270270270270174,Efficient Winner
2025-05-01,Admin Controls,46,3039,0,0,0.0,1000.86,0.0,0.0,36,0.782608695652174,3065.4802,Administration,2024-01-01,Enterprise,AWS Lambda,admin_actions,Manage enterprise governance and access,1.0087134583744652,85.15222777777778,0.06265306156985456,-0.1264765541002879,-0.1428571428571428,Optimization Priority
2025-05-01,Dashboard Reporting,291,6028,0,0,0.0,17594.28,0.0,29215.719,261,0.8969072164948454,16304.3169,Analytics,2024-01-01,Starter,Amazon Athena,dashboard_views,Monitor operational KPIs,2.7047639183808894,62.46864712643678,0.3332317627072327,0.07508630987014508,0.1201374570446736,Scale Carefully
2025-05-01,Data Export,291,3954,0,0,0.0,0.0,0.0,0.0,185,0.6357388316151202,3412.7519,Data Management,2024-01-01,Starter,Amazon S3,exports_count,Export CSV and scheduled reports,0.8631137835103693,18.44730756756757,0.06975068862403293,-0.11999370103819407,0.03261625250779643,Monitor
2025-05-01,File Storage,291,3748,0,0,19639.4217,0.0,0.0,0.0,149,0.5120274914089347,4610.6551,Data Management,2024-01-01,Starter,Amazon S3,storage_gb,Store files and workflow attachments,1.230164114194237,30.943993959731543,0.09423373794998381,0.1029244731341612,0.08999791731750495,Optimization Priority
2025-05-01,Team Collaboration,291,5883,0,0,0.0,0.0,0.0,0.0,265,0.9106529209621993,4459.1222,Collaboration,2024-01-01,Starter,Amazon DynamoDB,collaboration_actions,"Share workflows, comments, and approvals",0.7579673975862655,16.826876226415095,0.0911366701191237,0.09961767447271885,0.05741103632387601,Efficient Winner
2025-05-01,Workflow Automation,291,6349,329794,0,0.0,26383.52,0.0,0.0,279,0.9587628865979382,2358.8608,Core Platform,2024-01-01,Starter,AWS Lambda,workflow_runs,Automate repeatable business processes,0.37153265081115133,8.454698207885304,0.04821099511166844,0.06004457572975719,0.036201427438540934,Efficient Winner
2025-06-01,AI Assistant,156,2774,0,0,0.0,9470.524300000001,210.456098,0.0,58,0.3717948717948718,9004.1257,Artificial Intelligence,2025-05-01,Professional,Amazon Bedrock,ai_tokens_million,Generate summaries and workflow recommendations,3.24589967555876,155.24354655172414,0.16675881610938645,-0.0898734950916068,-0.14022435897435903,Optimization Priority
2025-06-01,API Integration,156,5741,0,256422679,0.0,28491.4087,0.0,0.0,126,0.8076923076923077,5870.2101,Integrations,2024-01-01,Professional,Amazon API Gateway,api_calls,Connect external systems through APIs,1.0225065493816408,46.58896904761905,0.1087178610344548,0.2170263690527947,0.021696252465483123,Monitor
2025-06-01,Admin Controls,47,3837,0,0,0.0,1569.19,0.0,0.0,45,0.9574468085106383,4237.3093,Administration,2024-01-01,Enterprise,AWS Lambda,admin_actions,Manage enterprise governance and access,1.1043287203544436,94.16242888888888,0.07847610150059245,0.3822660802049871,0.22340425531914887,Scale Carefully
2025-06-01,Dashboard Reporting,303,6680,0,0,0.0,19586.04,0.0,32102.4755,253,0.834983498349835,17847.1465,Analytics,2024-01-01,Starter,Amazon Athena,dashboard_views,Monitor operational KPIs,2.6717285179640715,70.54208102766798,0.33053392638341106,0.09462706162194379,-0.06904138689731043,Scale Carefully
2025-06-01,Data Export,303,5089,0,0,0.0,0.0,0.0,0.0,179,0.5907590759075908,4499.787,Data Management,2024-01-01,Starter,Amazon S3,exports_count,Export CSV and scheduled reports,0.8842183140106111,25.138474860335197,0.08333725870401917,0.31852157199004116,-0.07075194005887064,Monitor
2025-06-01,File Storage,303,4449,0,0,22954.1122,0.0,0.0,0.0,162,0.5346534653465347,5390.8452,Data Management,2024-01-01,Starter,Amazon S3,storage_gb,Store files and workflow attachments,1.2116981793661497,33.27682222222222,0.0998398948807399,0.16921458731536876,0.04418898265665505,Optimization Priority
2025-06-01,Team Collaboration,303,6202,0,0,0.0,0.0,0.0,0.0,266,0.8778877887788779,4673.6105,Collaboration,2024-01-01,Starter,Amazon DynamoDB,collaboration_actions,"Share workflows, comments, and approvals",0.7535650596581748,17.569964285714285,0.08655651641295918,0.04810101414130341,-0.03597982439753411,Efficient Winner
